Date,Open,High,Low,Close,High_Last_7_Days,Low_Last_7_Days,Days_Since_High_Last_7_Days,Days_Since_Low_Last_7_Days,%_Diff_From_High_Last_7_Days,%_Diff_From_Low_Last_7_Days,High_Next_5_Days,Low_Next_5_Days,%_Diff_From_High_Next_5_Days,%_Diff_From_Low_Next_5_Days
2018-08-11,6152.95,6488.55,6014.26,6242.54,7160.4,6014.26,5,0,-12.818557622479187,3.7956456820955484,6620.07,5891.87,-5.702809789020354,5.95176064645011
2018-08-12,6242.53,6483.39,6176.89,6322.92,7160.4,6014.26,6,1,-11.695994637171102,5.132135956875823,6620.07,5891.87,-4.488623232080622,7.316013421884736
2018-08-13,6322.41,6545.02,6157.03,6263.2,7150.86,6014.26,6,2,-12.41333210271212,4.139162590243847,6622.16,5891.87,-5.420587844449546,6.302413325480703
2018-08-14,6263.2,6266.5,5891.87,6199.6,6723.99,5891.87,6,0,-7.798792086246402,5.2229597733826525,6622.16,6193.63,-6.380999553015927,0.09638935486944254
2018-08-15,6199.63,6620.07,6193.63,6274.22,6631.23,5891.87,6,1,-5.383767415698133,6.489450717683866,6622.16,6217.33,-5.254176884883476,0.915023008268828
2018-08-16,6274.22,6478.07,6217.33,6323.81,6620.07,5891.87,1,2,-4.475179265476035,7.331118982598063,6622.16,6248.39,-4.505327566836191,1.20703093116787
2018-08-17,6323.81,6594.72,6300.45,6591.16,6620.07,5891.87,2,3,-0.43670233094211774,11.868727585639194,6890.79,6248.39,-4.348267760300344,5.485733124852954
2018-08-18,6591.18,6622.16,6322.44,6405.71,6622.16,5891.87,0,4,-3.2685709798615528,8.72117001902622,6890.79,6248.39,-7.039541184682742,2.5177685771854783
2018-08-19,6405.74,6560.88,6330.56,6502.18,6622.16,5891.87,1,5,-1.8117955470722475,10.358510965109556,6890.79,6248.39,-5.639556567534342,4.061686290388403
2018-08-20,6502.24,6537.54,6248.39,6269.9,6622.16,5891.87,2,6,-5.319412397163466,6.416129344333799,6890.79,6259.81,-9.010432766054405,0.16118700088340118
2018-08-21,6270.09,6506.69,6259.81,6491.11,6622.16,6193.63,3,6,-1.9789615472897089,4.802999210479147,6890.79,6264.34,-5.80020578192051,3.620014239329275
2018-08-22,6491.09,6890.79,6264.34,6366.13,6890.79,6217.33,0,6,-7.613931058702991,2.393310311661118,6944.21,6356.96,-8.324633039611417,0.14425134026327163
2018-08-23,6366.14,6575.28,6356.96,6538.95,6890.79,6248.39,1,3,-5.105945762387189,4.650157880670052,7136.71,6481.76,-8.375848255008263,0.8823220853595258
2018-08-24,6539.13,6736.83,6481.76,6708.96,6890.79,6248.39,2,4,-2.6387395349444684,7.3710187744362905,7137.47,6588.48,-6.003667966380247,1.8286463645636093
2018-08-25,6708.94,6808.89,6684.19,6749.56,6890.79,6248.39,3,5,-2.049547294287006,8.020786154513404,7137.47,6588.48,-5.4348389555402665,2.444873476128042
2018-08-26,6749.71,6793.17,6588.48,6720.6,6890.79,6248.39,4,6,-2.4698184097904536,7.557306762221949,7137.47,6674.84,-5.840584969183757,0.6855595040480403
2018-08-27,6720.6,6944.21,6674.84,6915.73,6944.21,6259.81,0,6,-0.4101258458485626,10.478273302224814,7272.03,6818.69,-4.899594748646529,1.4231472614241147
2018-08-28,6915.92,7136.71,6877.2,7091.38,7136.71,6264.34,0,6,-0.635166624396955,13.202348531529259,7384.38,6818.69,-3.9678348080678405,3.999155262961075
2018-08-29,7091.38,7137.47,6944.76,7052.0,7137.47,6356.96,0,6,-1.1974831417855383,10.933527975636153,7384.38,6818.69,-4.501122639950816,3.421624974885211
2018-08-30,7051.61,7072.64,6818.69,6998.76,7137.47,6481.76,1,6,-1.9434057165914536,7.976228678630496,7417.65,6903.08,-5.647206325453472,1.3860479669944474
2018-08-31,6998.76,7096.73,6903.08,7026.96,7137.47,6588.48,2,5,-1.5483077336927542,6.6552528048958255,7417.65,6694.06,-5.267032011486113,4.973065673149025
2018-09-01,7026.96,7272.03,7025.58,7203.46,7272.03,6588.48,0,6,-0.9429279032127166,9.334171159356947,7417.65,6295.11,-2.887572209527271,14.429453973004449
2018-09-02,7203.46,7384.38,7144.71,7301.26,7384.38,6674.84,0,6,-1.1256192124457285,9.384794242258991,7417.65,6295.11,-1.5690953334276951,15.983040804688093
2018-09-03,7301.25,7350.58,7204.89,7270.05,7384.38,6818.69,1,4,-1.5482681010457198,6.619453296747626,7417.65,6134.76,-1.989848536935545,18.505858419889286
2018-09-04,7270.05,7417.65,7246.76,7369.86,7417.65,6818.69,0,5,-0.6442741299468157,8.083224197023183,7401.43,6134.76,-0.42653919580406247,20.132816931713702
2018-09-05,7369.89,7401.43,6694.06,6705.03,7417.65,6694.06,1,0,-9.607085802107134,0.1638766309235254,6727.19,6134.76,-0.3294094562514193,9.29571816990395
2018-09-06,6705.06,6727.19,6295.11,6515.42,7417.65,6295.11,2,0,-12.163286215984842,3.4997005612292784,6549.39,6134.76,-0.5186742582133642,6.204969713566625
2018-09-07,6515.42,6549.39,6345.48,6411.78,7417.65,6295.11,3,1,-13.560494226608158,1.853343309330577,6480.57,6134.76,-1.061480703086302,4.5155800715920345
2018-09-08,6413.12,6480.57,6134.76,6200.16,7417.65,6134.76,4,0,-16.413419344401525,1.0660563738434694,6534.89,6161.83,-5.122197925290257,0.6220554607965478
2018-09-09,6200.23,6451.25,6161.83,6249.07,7417.65,6134.76,5,1,-15.754046092765229,1.863316576361577,6591.59,6199.19,-5.196318338974367,0.8046212489051007
2018-09-10,6249.07,6371.42,6247.64,6324.43,7417.65,6134.76,6,2,-14.738090904801377,3.0917264897078303,6591.59,6199.19,-4.053043347659667,2.0202639377080023
2018-09-11,6324.43,6415.51,6199.19,6295.54,7401.43,6134.76,6,3,-14.941572101607395,2.620803421812748,6591.59,6208.28,-4.491329102689946,1.4055422757994198
2018-09-12,6295.54,6357.89,6208.28,6337.11,6727.19,6134.76,6,4,-5.798557793075563,3.2984175420065243,6591.59,6216.83,-3.8606770141953684,1.934748095090259
2018-09-13,6337.08,6534.89,6337.08,6492.0,6549.39,6134.76,6,5,-0.8762648124481872,5.823210687948669,6591.59,6216.83,-1.5108646017121838,4.426210785882838
2018-09-14,6492.17,6591.59,6393.84,6486.01,6591.59,6134.76,0,6,-1.6017379721736322,5.725570356460563,6573.19,6131.02,-1.3262966687407391,5.790064295989897
2018-09-15,6485.39,6573.19,6473.47,6522.08,6591.59,6161.83,1,6,-1.0545255393615232,5.846477426348991,6551.93,6131.02,-0.4555909480107444,6.378384020929624
2018-09-16,6522.68,6525.05,6404.31,6502.44,6591.59,6199.19,2,5,-1.352480964380378,4.891768118092847,6785.22,6131.02,-4.167587786394556,6.058045806407403
2018-09-17,6502.44,6538.82,6216.83,6261.48,6591.59,6199.19,3,6,-5.008048134061744,1.0048086927485684,6834.49,6131.02,-8.384093034008393,2.1278677936134462
2018-09-18,6261.33,6393.39,6238.25,6346.44,6591.59,6208.28,4,6,-3.7191330164649283,2.2254150908142005,6834.49,6131.02,-7.140986379378712,3.513607849917292
2018-09-19,6346.44,6522.9,6131.02,6398.8,6591.59,6131.02,5,0,-2.9247874943678225,4.367625615313598,6834.49,6361.33,-6.374872155786307,0.5890277662061276
2018-09-20,6398.83,6551.93,6361.33,6505.9,6591.59,6131.02,6,1,-1.299989835532861,6.114480135442376,6834.49,6333.21,-4.8078203348018675,2.7267373101476124
2018-09-21,6505.97,6785.22,6501.01,6762.06,6785.22,6131.02,0,2,-0.34133012636288657,10.292577743996919,6834.49,6333.21,-1.059771833743255,6.771447654506963
2018-09-22,6762.07,6834.49,6633.01,6716.6,6834.49,6131.02,0,3,-1.724927536655982,9.551102426676145,6768.56,6333.21,-0.7676669779096298,6.053644202545002
2018-09-23,6716.6,6768.56,6663.9,6702.7,6834.49,6131.02,1,4,-1.9283077449817028,9.324386480552981,6806.1,6333.21,-1.5192254007434587,5.834166244290017
2018-09-24,6702.73,6717.6,6557.82,6583.53,6834.49,6131.02,2,5,-3.6719638188072565,7.38066422879063,6806.1,6333.21,-3.2701547141534886,3.952498022329904
2018-09-25,6583.53,6583.54,6333.21,6437.74,6834.49,6131.02,3,6,-5.805114939081044,5.002756474452854,6806.1,6383.16,-5.412203758393215,0.8550623828949913
2018-09-26,6437.74,6543.92,6383.16,6462.6,6834.49,6333.21,4,1,-5.441371631240948,2.043039785511618,6806.1,6434.76,-5.0469431833208445,0.4326501687708655
2018-09-27,6462.6,6733.94,6434.76,6686.13,6834.49,6333.21,5,2,-2.1707545113095446,5.572529570312686,6806.1,6474.23,-1.7626834751179126,3.2729760913653134
2018-09-28,6686.13,6806.1,6545.41,6635.38,6834.49,6333.21,6,3,-2.9133117467433514,4.77119817596448,6741.96,6428.98,-1.5808459261105068,3.2104626239310208
2018-09-29,6635.4,6635.42,6474.23,6603.75,6806.1,6333.21,1,4,-2.9730682769868255,4.271767397575636,6741.96,6428.98,-2.04999733015325,2.718471670467173
2018-09-30,6603.75,6741.96,6543.68,6623.71,6806.1,6333.21,2,5,-2.679801942375227,4.586931429717316,6683.55,6428.98,-0.8953325702658042,3.028940827316316
2018-10-01,6623.82,6662.6,6510.54,6594.98,6806.1,6333.21,3,6,-3.1019232747094634,4.133291016719792,6683.55,6428.98,-1.3251939463309261,2.582058118084051
2018-10-02,6594.98,6618.95,6478.04,6525.47,6806.1,6383.16,4,6,-4.12321300010285,2.2294600166688663,6683.55,6428.98,-2.365210105408053,1.5008601675538062
2018-10-03,6525.46,6537.07,6428.98,6492.26,6806.1,6428.98,5,0,-4.611157638001206,0.9842929982672315,6698.31,6486.86,-3.0761490584938613,0.08324520646353623
2018-10-04,6492.61,6622.32,6486.86,6579.79,6806.1,6428.98,6,1,-3.3251054201378234,2.34578424571239,6698.31,6535.02,-1.7694015356112278,0.6850782400053791
2018-10-05,6580.0,6683.55,6546.98,6632.87,6741.96,6428.98,5,2,-1.6180754558021724,3.171420660820229,6698.31,6487.86,-0.9769628458521702,2.235097551426822
2018-10-06,6632.88,6637.08,6563.25,6589.94,6741.96,6428.98,6,3,-2.2548339058671427,2.503663100522945,6698.31,6171.95,-1.617870776360019,6.772413904843684
2018-10-07,6589.94,6622.49,6535.02,6601.15,6683.55,6428.98,2,4,-1.2328777371307247,2.6780297963285014,6698.31,6171.95,-1.4505151299357713,6.95404207746336
2018-10-08,6601.46,6698.31,6565.01,6650.07,6698.31,6428.98,0,5,-0.7201816577614456,3.438959212814477,6657.0,6171.95,-0.10410094637224411,7.746660293748328
2018-10-09,6650.07,6657.0,6589.39,6631.79,6698.31,6428.98,1,6,-0.993086315802052,3.154621728485707,6633.22,6171.95,-0.021558157275053308,7.450481614400638
2018-10-10,6631.79,6633.22,6487.86,6581.07,6698.31,6486.86,2,6,-1.7502922378928518,1.4523205372090664,7234.83,6171.95,-9.036286961822189,6.628699195554077
2018-10-11,6581.07,6581.59,6171.95,6209.47,6698.31,6171.95,3,0,-7.297960231759953,0.607911600061576,7234.83,6173.86,-14.17255139374387,0.5767866456317536
2018-10-12,6209.47,6296.56,6173.86,6250.85,6698.31,6171.95,4,1,-6.680192466457957,1.2783642122829988,7234.83,6238.92,-13.600596005711255,0.19121899303084974
2018-10-13,6252.1,6280.73,6238.92,6267.27,6698.31,6171.95,5,2,-6.435056006664366,1.5444065489837187,7234.83,6244.77,-13.373638357777578,0.3603015002954472
2018-10-14,6267.27,6346.56,6247.17,6277.73,6698.31,6171.95,6,3,-6.278897214371995,1.71388297053605,7234.83,6244.77,-13.22905997791241,0.5278016644327833
2018-10-15,6277.73,7234.83,6244.77,6612.36,7234.83,6171.95,0,4,-8.603795804462584,7.1356702500830345,6724.91,6395.45,-1.673628345955562,3.391629986943841
2018-10-16,6612.69,6724.91,6545.54,6583.05,7234.83,6171.95,1,5,-9.00891935263164,6.660779818371833,6645.2,6395.45,-0.9352615421657683,2.933335418148846
2018-10-17,6583.05,6589.2,6511.6,6574.52,7234.83,6171.95,2,6,-9.126821224548461,6.522573902899419,6645.2,6395.45,-1.0636248720881145,2.799959346097626
2018-10-18,6576.4,6616.27,6445.05,6488.72,7234.83,6173.86,3,6,-10.312750956138563,5.099888886369315,6645.2,6395.45,-2.354782399325823,1.4583805674346675
2018-10-19,6489.37,6503.09,6449.36,6469.28,7234.83,6238.92,4,6,-10.581451119100244,3.692305719579666,6645.2,6395.45,-2.6473243845181496,1.154414466534801
2018-10-20,6469.28,6645.2,6395.45,6490.56,7234.83,6244.77,5,5,-10.28731843042614,3.9359335892274645,6557.39,6432.3,-1.0191554871679116,0.905741336691389
2018-10-21,6490.6,6557.39,6474.47,6509.87,7234.83,6244.77,6,6,-10.020415130694156,4.245152343481016,6538.35,6432.3,-0.43558390113714424,1.205944996346559
2018-10-22,6509.87,6531.23,6460.38,6483.23,6724.91,6395.45,6,2,-3.5938027423415377,1.3725382889397892,6538.35,6432.3,-0.8430261457401454,0.7917852090232014
2018-10-23,6484.32,6496.2,6438.99,6470.22,6645.2,6395.45,3,3,-2.633178835851435,1.169112415858156,6538.35,6432.3,-1.0420060106907723,0.5895247423161244
2018-10-24,6470.63,6538.35,6465.73,6476.25,6645.2,6395.45,4,4,-2.5424366460001178,1.2633981971557935,6514.0,6282.58,-0.579521031624194,3.0826507581280316
2018-10-25,6476.52,6497.9,6432.3,6462.77,6645.2,6395.45,5,5,-2.7452898332630977,1.0526233494124826,6514.0,6282.58,-0.786459932453171,2.868089224490584
2018-10-26,6462.77,6514.0,6441.81,6457.21,6645.2,6395.45,6,6,-2.828959248781072,0.9656865427765086,6483.39,6241.49,-0.40380109788243945,3.456225997317952
2018-10-27,6457.21,6479.0,6445.95,6470.17,6557.39,6432.3,6,2,-1.330102373047817,0.5887474153879622,6483.39,6241.49,-0.203905672803892,3.6638687236541325
2018-10-28,6470.17,6483.24,6444.74,6470.74,6538.35,6432.3,4,3,-1.0340529338441744,0.5976089423689753,6483.39,6241.49,-0.1951139758675715,3.6730011583772466
2018-10-29,6470.74,6483.39,6282.58,6313.91,6538.35,6282.58,5,0,-3.432670322023148,0.498680478402184,6420.93,6241.49,-1.6667367499723627,1.1602998642952256
2018-10-30,6314.38,6340.68,6286.3,6309.11,6538.35,6282.58,6,1,-3.5060833390687356,0.42227874535620313,6498.16,6241.49,-2.9092850899331535,1.0833951508373785
2018-10-31,6309.11,6391.25,6241.49,6342.61,6514.0,6241.49,5,0,-2.631102241326379,1.620125963511916,6498.16,6322.6,-2.393754539746639,0.3164837250498103
2018-11-01,6342.81,6402.59,6322.6,6381.3,6514.0,6241.49,6,1,-2.0371507522259718,2.240009997612756,6498.16,6336.96,-1.7983552267103253,0.6997045902136063
2018-11-02,6381.3,6420.93,6371.57,6394.66,6483.39,6241.49,4,2,-1.3685741564212623,2.454061450070417,6562.79,6336.96,-2.561867742225488,0.9105312326415161
2018-11-03,6394.65,6398.09,6336.96,6376.32,6483.39,6241.49,5,3,-1.6514508613549486,2.160221357400235,6562.79,6351.92,-2.8413220596727955,0.3841358203503765
2018-11-04,6376.55,6498.16,6351.92,6467.05,6498.16,6241.49,0,4,-0.4787509079493222,3.6138806599065356,6562.79,6352.45,-1.4588307716687534,1.8040283670080106
2018-11-05,6467.05,6475.8,6406.69,6433.74,6498.16,6241.49,1,5,-0.9913575535228446,3.0801939921396975,6562.79,6352.45,-1.9663892947968802,1.2796637517808085
2018-11-06,6433.53,6482.81,6412.56,6479.72,6498.16,6241.49,2,6,-0.2837726371772871,3.8168770598046375,6562.79,6326.38,-1.2657726363330186,2.423818992852155
2018-11-07,6479.72,6562.79,6476.59,6529.68,6562.79,6322.6,0,6,-0.5045110387502826,3.275234871729983,6542.42,6326.38,-0.19472916749459349,3.2135281156048197
2018-11-08,6530.94,6542.42,6438.27,6446.06,6562.79,6336.96,1,5,-1.7786642571223452,1.7216457102459282,6457.97,6315.58,-0.1844232785225056,2.0660018557282225
2018-11-09,6446.06,6457.97,6352.45,6377.99,6562.79,6336.96,2,6,-2.8158755651178873,0.6474713427258456,6435.41,5469.93,-0.8922508433806094,16.600943704946854
2018-11-10,6377.99,6419.92,6376.17,6396.37,6562.79,6351.92,3,6,-2.5358117507950135,0.6997884104333779,6435.41,5300.75,-0.6066435549560939,20.66915059189737
2018-11-11,6396.39,6414.18,6326.38,6408.18,6562.79,6326.38,4,0,-2.3558577982839566,1.2929985236422754,6435.41,5300.75,-0.4231276639716749,20.89194925246428
2018-11-12,6408.18,6435.41,6350.87,6375.08,6562.79,6326.38,5,1,-2.860216462815358,0.7697925195767534,6389.43,5300.75,-0.22458967388327852,20.267509314719614
2018-11-13,6375.08,6389.43,6315.58,6339.17,6562.79,6315.58,6,0,-3.4073922828553087,0.3735207217706077,6375.7,5300.75,-0.5729566949511387,19.59005801065887
2018-11-14,6339.17,6375.7,5469.93,5741.47,6542.42,5469.93,6,0,-12.242411829261952,4.964231717773353,5767.06,4757.01,-0.4437269596640254,20.694932320932686
2018-11-15,5740.51,5767.06,5300.75,5647.5,6457.97,5300.75,6,0,-12.54991893737506,6.541527142385512,5701.35,4168.25,-0.9445131416243584,35.48851436454147
2018-11-16,5647.5,5676.54,5487.87,5586.27,6435.41,5300.75,4,1,-13.194808100804758,5.386407583832485,5701.35,4168.25,-2.0184693099002855,34.01955257002341
2018-11-17,5586.97,5602.01,5524.7,5568.94,6435.41,5300.75,5,2,-13.464099412469452,5.059472716125069,5701.35,4168.25,-2.3224324063599107,33.603790559587345
2018-11-18,5567.95,5701.35,5567.95,5615.26,6435.41,5300.75,6,3,-12.744331751978502,5.933311323869268,5615.98,4157.19,-0.012820558477760698,35.07345105708425
2018-11-19,5615.26,5615.98,4757.01,4809.62,6389.43,4757.01,6,0,-24.725366738504064,1.1059468027185075,4953.56,3741.2,-2.9057889679341824,28.558216614989846
2018-11-20,4809.62,4953.56,4168.25,4441.81,6375.7,4168.25,6,0,-30.332198817384747,6.562946080489423,4689.55,3550.04,-5.2828096512458504,25.11999864790257
2018-11-21,4441.81,4689.55,4315.58,4593.04,5767.06,4168.25,6,1,-20.357339788384383,10.191087386793017,4640.72,3550.04,-1.0274267786033264,29.379950648443398
2018-11-22,4593.04,4640.72,4297.21,4320.68,5701.35,4168.25,4,2,-24.21654520420602,3.656930366460752,4432.0,3550.04,-2.511732851985553,21.70792441775305
2018-11-23,4320.68,4419.48,4157.19,4343.42,5701.35,4157.19,5,0,-23.81769230094627,4.479708649352098,4432.0,3550.04,-1.99864620938628,22.348480580500503
2018-11-24,4343.42,4432.0,3741.2,3854.11,5701.35,3741.2,6,0,-32.400045603234325,3.0180156099647255,4444.39,3550.04,-13.281462697918053,8.565255602753776
2018-11-25,3854.11,4165.93,3550.04,4004.15,5615.98,3550.04,6,0,-28.700778848927516,12.791686854232632,4444.39,3598.81,-9.905521342636451,11.26316754705028
2018-11-26,4004.46,4124.7,3598.81,3784.59,4953.56,3550.04,6,1,-23.598583644893775,6.606967808813427,4444.39,3613.11,-14.845681859602783,4.7460498019711554
2018-11-27,3784.77,3878.9,3613.11,3822.99,4689.55,3550.04,6,2,-18.478532055314485,7.688645761737891,4444.39,3822.94,-13.981671275473136,0.0013078939245640044
2018-11-28,3822.99,4398.57,3822.94,4263.55,4640.72,3550.04,6,3,-8.127402644417247,20.098646775810984,4444.39,3795.18,-4.0689498446356,12.341180128478763
2018-11-29,4263.52,4444.39,4130.68,4286.69,4444.39,3550.04,0,4,-3.5482934665949815,20.750470417234727,4331.07,3770.92,-1.0246890491264309,13.677564095764417
2018-11-30,4286.85,4331.07,3916.3,4009.67,4444.39,3550.04,1,5,-9.781319821167815,12.947178059965525,4318.79,3719.19,-7.157560335186473,7.810302780981882
2018-12-01,4009.67,4309.65,3942.62,4197.46,4444.39,3550.04,2,6,-5.555993060915002,18.236977611519873,4318.79,3467.92,-2.809351693414126,21.036817458303535
2018-12-02,4197.7,4318.79,4077.67,4143.86,4444.39,3598.81,3,6,-6.762007834595988,15.145284135589257,4159.01,3248.0,-0.36426938141530185,27.581896551724128
2018-12-03,4143.86,4159.01,3795.18,3871.41,4444.39,3613.11,4,6,-12.892207929547148,7.14896584936522,4082.68,3248.0,-5.1747871496174085,19.193657635467975
2018-12-04,3871.41,4082.68,3770.92,3948.44,4444.39,3770.92,5,0,-11.159011697893305,4.707604510305178,3961.8,3248.0,-0.33722045534858214,21.565270935960594
2018-12-05,3948.44,3961.8,3719.19,3737.53,4444.39,3719.19,6,0,-15.904544830674178,0.4931181251831755,3883.43,3248.0,-3.7569880234740847,15.071736453201975
2018-12-06,3737.53,3883.43,3467.92,3485.18,4331.07,3467.92,6,0,-19.53073951702466,0.49770467600174634,3718.58,3248.0,-6.276589450811872,7.302339901477827
2018-12-07,3485.18,3576.11,3248.0,3420.57,4318.79,3248.0,5,0,-20.79795498276137,5.313115763546803,3718.58,3295.21,-8.014080643686562,3.8043098922375242
2018-12-08,3420.57,3602.49,3295.21,3461.07,4318.79,3248.0,6,1,-19.86019232238659,6.560036945812812,3718.58,3272.81,-6.9249552248438855,5.752243484956359
2018-12-09,3461.07,3718.58,3436.5,3592.84,4159.01,3248.0,6,2,-13.613095424151423,10.61699507389163,3645.49,3180.97,-1.444250292827566,12.947937264419354
2018-12-10,3592.84,3645.49,3416.77,3467.16,4082.68,3248.0,6,3,-15.076371403097966,6.7475369458128025,3545.37,3169.53,-2.2059756809585473,9.390351250816357
2018-12-11,3467.16,3483.58,3348.98,3401.02,3961.8,3248.0,6,4,-14.154677166944325,4.711206896551723,3545.37,3169.53,-4.071507346200817,7.303606528412724
2018-12-12,3401.02,3545.37,3380.48,3485.59,3883.43,3248.0,6,5,-10.244551852357315,7.3149630541871975,3639.65,3169.53,-4.232824584781502,9.971825475701444
2018-12-13,3485.59,3493.76,3272.81,3305.11,3718.58,3248.0,4,6,-11.119029306885956,1.7583128078817771,3727.99,3169.53,-11.343378067001245,4.277605827993422
2018-12-14,3305.11,3333.24,3180.97,3235.48,3718.58,3180.97,5,0,-12.99151826772585,1.7136282328975194,3969.7,3169.53,-18.49560420182885,2.0807501427656407
