Date,Open,High,Low,Close
2018-09-30,6603.75,6741.96,6543.68,6623.71
2018-10-01,6623.82,6662.6,6510.54,6594.98
2018-10-02,6594.98,6618.95,6478.04,6525.47
2018-10-03,6525.46,6537.07,6428.98,6492.26
2018-10-04,6492.61,6622.32,6486.86,6579.79
2018-10-05,6580.0,6683.55,6546.98,6632.87
2018-10-06,6632.88,6637.08,6563.25,6589.94
2018-10-07,6589.94,6622.49,6535.02,6601.15
2018-10-08,6601.46,6698.31,6565.01,6650.07
2018-10-09,6650.07,6657.0,6589.39,6631.79
2018-10-10,6631.79,6633.22,6487.86,6581.07
2018-10-11,6581.07,6581.59,6171.95,6209.47
2018-10-12,6209.47,6296.56,6173.86,6250.85
2018-10-13,6252.1,6280.73,6238.92,6267.27
2018-10-14,6267.27,6346.56,6247.17,6277.73
2018-10-15,6277.73,7234.83,6244.77,6612.36
2018-10-16,6612.69,6724.91,6545.54,6583.05
2018-10-17,6583.05,6589.2,6511.6,6574.52
2018-10-18,6576.4,6616.27,6445.05,6488.72
2018-10-19,6489.37,6503.09,6449.36,6469.28
2018-10-20,6469.28,6645.2,6395.45,6490.56
2018-10-21,6490.6,6557.39,6474.47,6509.87
2018-10-22,6509.87,6531.23,6460.38,6483.23
2018-10-23,6484.32,6496.2,6438.99,6470.22
2018-10-24,6470.63,6538.35,6465.73,6476.25
2018-10-25,6476.52,6497.9,6432.3,6462.77
2018-10-26,6462.77,6514.0,6441.81,6457.21
2018-10-27,6457.21,6479.0,6445.95,6470.17
2018-10-28,6470.17,6483.24,6444.74,6470.74
2018-10-29,6470.74,6483.39,6282.58,6313.91
2018-10-30,6314.38,6340.68,6286.3,6309.11
2018-10-31,6309.11,6391.25,6241.49,6342.61
2018-11-01,6342.81,6402.59,6322.6,6381.3
2018-11-02,6381.3,6420.93,6371.57,6394.66
2018-11-03,6394.65,6398.09,6336.96,6376.32
2018-11-04,6376.55,6498.16,6351.92,6467.05
2018-11-05,6467.05,6475.8,6406.69,6433.74
2018-11-06,6433.53,6482.81,6412.56,6479.72
2018-11-07,6479.72,6562.79,6476.59,6529.68
2018-11-08,6530.94,6542.42,6438.27,6446.06
2018-11-09,6446.06,6457.97,6352.45,6377.99
2018-11-10,6377.99,6419.92,6376.17,6396.37
2018-11-11,6396.39,6414.18,6326.38,6408.18
2018-11-12,6408.18,6435.41,6350.87,6375.08
2018-11-13,6375.08,6389.43,6315.58,6339.17
2018-11-14,6339.17,6375.7,5469.93,5741.47
2018-11-15,5740.51,5767.06,5300.75,5647.5
2018-11-16,5647.5,5676.54,5487.87,5586.27
2018-11-17,5586.97,5602.01,5524.7,5568.94
2018-11-18,5567.95,5701.35,5567.95,5615.26
2018-11-19,5615.26,5615.98,4757.01,4809.62
2018-11-20,4809.62,4953.56,4168.25,4441.81
2018-11-21,4441.81,4689.55,4315.58,4593.04
2018-11-22,4593.04,4640.72,4297.21,4320.68
2018-11-23,4320.68,4419.48,4157.19,4343.42
2018-11-24,4343.42,4432.0,3741.2,3854.11
2018-11-25,3854.11,4165.93,3550.04,4004.15
2018-11-26,4004.46,4124.7,3598.81,3784.59
2018-11-27,3784.77,3878.9,3613.11,3822.99
2018-11-28,3822.99,4398.57,3822.94,4263.55
2018-11-29,4263.52,4444.39,4130.68,4286.69
2018-11-30,4286.85,4331.07,3916.3,4009.67
2018-12-01,4009.67,4309.65,3942.62,4197.46
2018-12-02,4197.7,4318.79,4077.67,4143.86
2018-12-03,4143.86,4159.01,3795.18,3871.41
2018-12-04,3871.41,4082.68,3770.92,3948.44
2018-12-05,3948.44,3961.8,3719.19,3737.53
2018-12-06,3737.53,3883.43,3467.92,3485.18
2018-12-07,3485.18,3576.11,3248.0,3420.57
2018-12-08,3420.57,3602.49,3295.21,3461.07
2018-12-09,3461.07,3718.58,3436.5,3592.84
2018-12-10,3592.84,3645.49,3416.77,3467.16
2018-12-11,3467.16,3483.58,3348.98,3401.02
2018-12-12,3401.02,3545.37,3380.48,3485.59
2018-12-13,3485.59,3493.76,3272.81,3305.11
2018-12-14,3305.11,3333.24,3180.97,3235.48
2018-12-15,3235.48,3271.76,3169.53,3232.51
2018-12-16,3232.51,3319.83,3227.4,3255.37
2018-12-17,3255.37,3639.65,3239.06,3548.19
2018-12-18,3548.19,3727.99,3481.46,3715.85
2018-12-19,3715.85,3969.7,3693.57,3736.54
2018-12-20,3736.54,4225.52,3712.82,4137.66
2018-12-21,4137.66,4247.71,3831.2,3898.81
2018-12-22,3898.81,4060.34,3849.23,4045.24
2018-12-23,4045.24,4117.65,3972.39,4007.63
2018-12-24,4007.63,4303.37,4006.6,4081.95
2018-12-25,4081.95,4094.61,3734.85,3834.73
2018-12-26,3834.73,3923.93,3746.86,3848.78
2018-12-27,3848.78,3888.92,3622.39,3646.09
2018-12-28,3646.09,4007.71,3628.43,3947.86
2018-12-29,3947.86,4004.14,3774.38,3797.06
2018-12-30,3797.06,3925.18,3760.8,3896.21
2018-12-31,3896.21,3904.28,3701.48,3747.39
2019-01-01,3747.39,3938.75,3696.94,3880.15
2019-01-02,3880.15,3989.59,3826.29,3961.01
2019-01-03,3961.01,3965.52,3778.76,3835.86
2019-01-04,3835.86,3901.65,3783.88,3874.06
2019-01-05,3874.06,3926.92,3841.13,3855.39
2019-01-06,3855.39,4145.16,3829.09,4102.85
2019-01-07,4102.85,4132.62,4001.35,4050.4
2019-01-08,4050.4,4156.16,3990.34,4040.75
2019-01-09,4040.75,4092.91,4013.0,4048.34
2019-01-10,4048.34,4085.09,3631.07,3668.15
2019-01-11,3668.15,3729.69,3616.41,3669.2
2019-01-12,3669.2,3692.12,3611.2,3664.38
2019-01-13,3664.38,3675.2,3528.24,3551.24
2019-01-14,3551.24,3748.88,3544.53,3703.9
2019-01-15,3703.9,3724.3,3590.49,3621.24
2019-01-16,3621.24,3704.37,3611.38,3643.99
2019-01-17,3643.99,3695.28,3586.92,3685.3
2019-01-18,3685.3,3685.39,3620.44,3648.05
2019-01-19,3648.05,3799.62,3643.01,3729.78
2019-01-20,3729.78,3754.65,3529.25,3567.73
2019-01-21,3567.73,3599.83,3535.19,3571.92
2019-01-22,3571.92,3635.69,3473.77,3602.04
2019-01-23,3602.04,3631.15,3543.96,3572.05
2019-01-24,3572.05,3616.33,3546.5,3598.52
2019-01-25,3598.52,3607.43,3539.41,3582.89
2019-01-26,3582.89,3676.4,3578.62,3596.5
2019-01-27,3596.5,3605.99,3511.29,3565.08
2019-01-28,3565.08,3567.56,3402.56,3453.42
2019-01-29,3453.42,3463.2,3369.19,3418.25
2019-01-30,3418.25,3488.91,3395.94,3467.21
2019-01-31,3467.21,3499.78,3422.83,3434.13
2019-02-01,3434.13,3478.55,3398.96,3461.63
2019-02-02,3461.63,3519.14,3441.21,3508.68
2019-02-03,3508.68,3514.43,3424.42,3449.62
2019-02-04,3449.62,3470.8,3429.21,3431.24
2019-02-05,3431.24,3447.88,3415.67,3447.66
2019-02-06,3447.66,3459.33,3362.24,3394.89
2019-02-07,3394.89,3406.54,3369.1,3375.33
2019-02-08,3375.33,3735.1,3363.32,3660.03
2019-02-09,3660.03,3673.71,3616.11,3652.26
2019-02-10,3652.26,3689.32,3611.46,3685.14
2019-02-11,3685.14,3688.59,3608.18,3611.34
2019-02-12,3611.34,3648.67,3574.22,3617.41
2019-02-13,3617.41,3655.89,3590.01,3605.87
2019-02-14,3605.87,3619.7,3567.39,3588.72
2019-02-15,3588.72,3640.65,3575.95,3593.49
2019-02-16,3593.49,3639.75,3592.04,3617.24
2019-02-17,3617.24,3706.17,3608.18,3670.92
2019-02-18,3670.92,3952.44,3661.42,3912.57
2019-02-19,3912.57,4010.91,3882.52,3924.24
2019-02-20,3924.24,3992.31,3898.91,3974.05
2019-02-21,3974.05,4026.54,3900.28,3937.04
2019-02-22,3937.04,3996.15,3917.66,3983.53
2019-02-23,3983.53,4192.39,3948.48,4149.09
2019-02-24,4149.09,4221.62,3755.38,3771.62
2019-02-25,3771.62,3885.06,3771.53,3845.51
2019-02-26,3845.51,3852.66,3791.9,3817.88
2019-02-27,3817.88,3851.84,3699.53,3830.72
2019-02-28,3830.72,3909.86,3798.0,3823.37
2019-03-01,3823.37,3866.12,3822.67,3831.48
2019-03-02,3831.48,3846.38,3790.74,3842.94
2019-03-03,3842.94,3853.28,3788.04,3812.31
2019-03-04,3812.31,3831.01,3705.14,3731.28
2019-03-05,3731.28,3893.52,3720.49,3874.18
2019-03-06,3874.18,3916.29,3839.39,3874.98
2019-03-07,3874.98,3911.76,3853.2,3882.61
2019-03-08,3882.61,3932.02,3804.98,3868.02
2019-03-09,3868.02,3975.25,3860.66,3947.74
2019-03-10,3947.74,3948.21,3897.82,3929.84
2019-03-11,3929.84,3941.99,3849.45,3874.89
2019-03-12,3874.89,3904.7,3827.23,3888.57
2019-03-13,3888.57,3898.25,3853.06,3878.44
2019-03-14,3878.44,3922.21,3825.03,3881.44
2019-03-15,3881.44,3935.1,3876.17,3927.08
2019-03-16,3927.08,4069.11,3924.98,4027.01
2019-03-17,4027.01,4030.38,3970.97,3998.0
2019-03-18,3998.0,4038.99,3964.31,3988.85
2019-03-19,3988.85,4032.04,3972.47,4024.14
2019-03-20,4024.14,4064.95,3995.49,4056.75
2019-03-21,4056.75,4082.29,3953.53,3996.93
2019-03-22,3996.93,4018.21,3984.0,4000.84
2019-03-23,4000.84,4019.36,3982.47,4007.21
2019-03-24,4007.21,4010.3,3970.35,3994.11
2019-03-25,3994.11,4005.29,3887.68,3924.55
2019-03-26,3924.55,3943.2,3902.52,3942.22
2019-03-27,3942.22,4054.32,3932.79,4045.98
2019-03-28,4045.98,4046.44,4014.69,4036.45
2019-03-29,4036.45,4122.89,4031.22,4111.38
2019-03-30,4111.38,4146.88,4066.87,4118.13
2019-03-31,4118.13,4129.43,4098.79,4112.69
2019-04-01,4112.69,4164.33,4082.2,4151.32
2019-04-02,4151.32,5104.42,4147.7,4906.93
2019-04-03,4906.93,5335.7,4831.59,4976.59
2019-04-04,4976.59,5071.98,4799.77,4913.36
2019-04-05,4913.36,5074.13,4897.61,5047.23
2019-04-06,5047.23,5240.19,4938.0,5057.25
2019-04-07,5057.25,5266.04,5044.28,5201.16
2019-04-08,5201.16,5347.88,5141.23,5294.09
2019-04-09,5294.09,5294.09,5159.13,5201.3
2019-04-10,5201.3,5460.94,5178.61,5318.6
2019-04-11,5318.6,5343.66,4987.65,5048.56
2019-04-12,5048.56,5118.61,4927.62,5081.5
2019-04-13,5081.5,5128.96,5056.19,5080.66
2019-04-14,5080.66,5186.82,5031.2,5165.59
2019-04-15,5165.59,5195.31,4969.31,5037.27
2019-04-16,5037.27,5232.03,5029.16,5212.81
2019-04-17,5212.81,5270.76,5190.81,5236.26
2019-04-18,5236.26,5317.78,5232.99,5289.75
2019-04-19,5289.75,5353.01,5212.18,5295.53
2019-04-20,5295.53,5366.6,5274.45,5326.18
2019-04-21,5326.18,5348.59,5232.77,5305.74
2019-04-22,5305.74,5444.76,5265.73,5394.67
2019-04-23,5394.67,5626.83,5371.31,5539.1
2019-04-24,5539.1,5633.0,5390.98,5454.58
2019-04-25,5454.58,5521.61,5031.69,5162.67
2019-04-26,5162.67,5361.94,5104.18,5234.09
2019-04-27,5234.09,5282.97,5192.45,5229.48
2019-04-28,5233.47,5313.7,5218.42,5272.45
2019-04-29,5272.45,5299.51,5162.81,5237.96
2019-04-30,5237.96,5372.23,5224.64,5350.64
2019-05-01,5350.64,5417.17,5346.7,5389.54
2019-05-02,5389.54,5531.15,5387.29,5500.72
2019-05-03,5500.72,5891.9,5484.78,5753.38
2019-05-04,5753.38,5901.36,5596.15,5840.08
2019-05-05,5840.08,5849.5,5709.74,5794.14
2019-05-06,5794.14,5823.67,5644.15,5748.17
2019-05-07,5748.17,6031.54,5748.17,5819.57
2019-05-08,5819.57,6032.25,5753.08,5998.71
2019-05-09,5998.71,6194.91,5988.65,6171.96
2019-05-10,6171.96,6444.57,6133.21,6358.29
2019-05-11,6358.29,7394.94,6357.02,7191.36
2019-05-12,7191.36,7541.61,6793.21,6977.63
2019-05-13,6977.63,8127.75,6873.42,7806.36
2019-05-14,7806.36,8297.02,7631.34,7980.13
2019-05-15,7980.13,8263.29,7849.92,8183.83
2019-05-16,8183.83,8352.25,7679.05,7874.11
2019-05-17,7874.11,7930.98,6668.67,7371.96
2019-05-18,7371.96,7491.67,7213.72,7266.08
2019-05-19,7266.08,8281.66,7257.26,8193.14
2019-05-20,8193.14,8193.14,7591.85,7998.29
2019-05-21,7998.29,8102.32,7807.77,7947.93
2019-05-22,7947.93,8033.76,7533.66,7626.89
2019-05-23,7626.89,7971.26,7478.74,7876.5
2019-05-24,7876.5,8165.45,7801.57,7996.4
2019-05-25,7996.4,8140.82,7948.68,8059.13
2019-05-26,8059.13,8779.0,7894.53,8726.23
2019-05-27,8726.23,8931.53,8668.46,8785.17
2019-05-28,8785.17,8818.71,8562.2,8718.85
2019-05-29,8718.85,8760.48,8444.1,8664.56
2019-05-30,8664.56,9065.89,8027.21,8276.25
2019-05-31,8276.25,8570.78,8116.0,8550.67
2019-06-01,8550.67,8619.21,8459.65,8555.87
2019-06-02,8555.87,8819.9,8547.48,8737.91
2019-06-03,8737.91,8740.24,8073.18,8114.49
2019-06-04,8114.49,8114.49,7463.94,7677.47
2019-06-05,7677.47,7917.14,7591.88,7791.29
2019-06-06,7791.29,7872.1,7467.52,7807.36
2019-06-07,7807.36,8127.63,7767.37,8002.63
2019-06-08,8002.63,8058.91,7796.46,7933.78
2019-06-09,7933.78,7964.75,7535.9,7643.44
2019-06-10,7643.44,8061.5,7533.53,8021.0
2019-06-11,8021.0,8049.78,7724.58,7917.32
2019-06-12,7917.32,8250.0,7834.57,8174.14
2019-06-13,8174.14,8326.2,8053.65,8235.57
2019-06-14,8235.57,8724.42,8180.39,8693.96
2019-06-15,8693.96,8905.14,8621.48,8853.56
2019-06-16,8853.56,9372.89,8800.96,8979.18
2019-06-17,8979.18,9468.85,8976.99,9336.01
2019-06-18,9336.01,9357.22,8941.83,9081.71
2019-06-19,9081.71,9313.18,9045.47,9280.54
2019-06-20,9280.54,9600.28,9219.81,9536.85
2019-06-21,9536.85,10230.86,9536.85,10218.87
2019-06-22,10218.87,11207.97,10086.32,10689.54
2019-06-23,10689.54,11285.51,10513.81,10855.99
2019-06-24,10855.99,11100.92,10555.71,11035.74
2019-06-25,11035.74,11778.22,10992.37,11740.34
2019-06-26,11740.34,13826.76,11679.1,12913.28
2019-06-27,12913.28,13314.05,10335.34,11154.09
2019-06-28,11154.09,12433.0,10772.75,12355.06
2019-06-29,12355.06,12362.9,11352.27,11884.1
2019-06-30,11884.1,12200.02,10677.83,10769.05
2019-07-01,10769.05,11207.0,10006.43,10591.87
2019-07-02,10591.87,10927.6,9678.1,10844.13
2019-07-03,10844.13,12009.59,10841.91,11981.61
2019-07-04,11981.61,12055.11,11067.68,11156.52
2019-07-05,11156.52,11435.38,10787.94,10993.25
2019-07-06,10993.25,11709.27,10985.4,11248.94
2019-07-07,11248.94,11605.43,11109.42,11474.28
2019-07-08,11474.28,12386.28,11339.02,12296.16
2019-07-09,12296.16,12808.06,12117.31,12567.02
2019-07-10,12567.02,13183.73,11569.94,12099.12
2019-07-11,12099.12,12099.91,11002.39,11343.12
2019-07-12,11343.12,11931.91,11096.61,11797.37
2019-07-13,11797.37,11835.87,10827.53,11363.97
2019-07-14,11363.97,11447.92,10118.85,10204.41
2019-07-15,10204.41,11070.18,9877.02,10850.26
2019-07-16,10850.26,11025.76,9366.82,9423.44
2019-07-17,9423.44,9982.24,9086.51,9696.15
2019-07-18,9696.15,10776.54,9292.61,10638.35
2019-07-19,10638.35,10757.41,10135.16,10532.94
2019-07-20,10532.94,11094.32,10379.19,10759.42
2019-07-21,10759.42,10833.99,10329.89,10586.71
2019-07-22,10586.71,10676.6,10072.07,10325.87
2019-07-23,10325.87,10328.44,9820.61,9854.15
2019-07-24,9854.15,9920.54,9535.78,9772.14
2019-07-25,9772.14,10184.43,9744.7,9882.43
2019-07-26,9882.43,9890.05,9668.52,9847.45
2019-07-27,9847.45,10202.95,9310.47,9478.32
2019-07-28,9478.32,9591.52,9135.64,9531.77
2019-07-29,9531.77,9717.69,9386.9,9506.93
2019-07-30,9506.93,9749.53,9391.78,9595.52
2019-07-31,9595.52,10123.94,9581.6,10089.25
2019-08-01,10089.25,10488.81,9890.49,10409.79
2019-08-02,10409.79,10666.64,10340.82,10528.99
2019-08-03,10528.99,10915.0,10509.35,10820.41
2019-08-04,10820.41,11074.95,10572.24,10978.91
2019-08-05,10978.91,11945.38,10978.89,11807.96
2019-08-06,11807.96,12316.85,11224.1,11467.1
2019-08-07,11467.1,12138.55,11393.98,11974.28
2019-08-08,11974.28,12042.87,11498.04,11982.8
2019-08-09,11982.8,12027.57,11674.06,11865.21
2019-08-10,11865.21,11971.35,11232.42,11293.59
2019-08-11,11293.59,11584.35,11119.32,11549.06
2019-08-12,11549.06,11554.74,11240.38,11387.41
2019-08-13,11387.41,11439.48,10765.3,10872.0
2019-08-14,10872.0,10873.44,9924.58,10031.89
2019-08-15,10031.89,10451.61,9497.12,10308.51
2019-08-16,10308.51,10544.97,9764.32,10360.43
2019-08-17,10360.43,10474.64,10010.76,10220.75
2019-08-18,10220.75,10512.89,10079.46,10326.25
2019-08-19,10326.25,10937.26,10278.31,10922.16
2019-08-20,10922.16,10956.06,10576.37,10770.76
2019-08-21,10770.76,10805.7,9870.07,10131.67
2019-08-22,10131.67,10231.99,9777.06,10104.11
2019-08-23,10104.11,10468.14,10053.67,10410.49
2019-08-24,10410.49,10430.99,9911.2,10150.07
2019-08-25,10150.07,10353.95,9907.03,10141.75
2019-08-26,10141.75,10626.93,10141.75,10364.91
2019-08-27,10364.91,10381.92,10038.26,10175.47
2019-08-28,10175.47,10281.59,9600.83,9722.83
2019-08-29,9722.83,9724.52,9344.69,9492.81
2019-08-30,9492.81,9699.85,9368.27,9587.25
2019-08-31,9587.25,9714.11,9512.03,9624.54
2019-09-01,9624.54,9823.53,9578.66,9768.36
2019-09-02,9768.36,10459.0,9764.76,10387.5
2019-09-03,10387.5,10773.27,10296.3,10625.1
2019-09-04,10625.1,10827.14,10392.88,10585.2
2019-09-05,10585.2,10659.6,10475.88,10556.16
2019-09-06,10556.16,10938.39,10228.17,10309.91
2019-09-07,10309.91,10574.99,10304.22,10491.96
2019-09-08,10491.96,10595.71,10286.85,10420.88
2019-09-09,10420.88,10514.59,10101.87,10314.88
2019-09-10,10314.88,10395.1,9966.94,10109.46
2019-09-11,10109.46,10251.97,9874.13,10165.01
2019-09-12,10165.01,10472.07,10057.09,10428.96
2019-09-13,10428.96,10591.45,9855.34,10372.29
2019-09-14,10372.29,10455.38,10251.96,10365.56
2019-09-15,10365.56,10401.53,10279.58,10313.02
2019-09-16,10313.02,10411.06,10103.87,10271.79
2019-09-17,10271.79,10297.99,10152.47,10198.62
2019-09-18,10198.62,10272.19,10100.9,10163.38
2019-09-19,10163.38,10368.46,9641.11,10281.03
2019-09-20,10281.03,10321.18,10065.55,10176.38
2019-09-21,10176.38,10187.64,9944.61,9988.38
2019-09-22,9988.38,10096.66,9871.97,10036.98
2019-09-23,10036.98,10073.79,9636.2,9694.6
2019-09-24,9694.6,9787.58,8107.01,8542.54
2019-09-25,8542.54,8752.2,8246.24,8446.97
2019-09-26,8446.97,8471.02,7753.71,8074.99
2019-09-27,8074.99,8304.22,7888.5,8201.36
2019-09-28,8201.36,8345.03,8044.45,8223.65
2019-09-29,8223.65,8265.99,7943.33,8065.26
2019-09-30,8065.26,8372.24,7736.96,8314.62
2019-10-01,8314.62,8537.6,8212.01,8326.64
2019-10-02,8326.64,8403.51,8186.3,8391.52
2019-10-03,8391.52,8434.63,8105.02,8246.3
2019-10-04,8246.3,8267.11,8021.3,8168.05
2019-10-05,8168.05,8232.25,8052.51,8172.48
2019-10-06,8172.48,8221.03,7822.65,7868.31
2019-10-07,7868.31,8326.01,7798.09,8215.11
2019-10-08,8215.11,8354.19,8126.71,8191.87
2019-10-09,8191.87,8697.56,8132.74,8593.16
2019-10-10,8593.16,8672.58,8466.13,8596.57
2019-10-11,8596.57,8834.11,8259.77,8278.05
2019-10-12,8278.05,8439.44,8272.12,8316.66
2019-10-13,8316.66,8498.59,8194.16,8296.34
2019-10-14,8296.34,8414.24,8228.06,8363.94
2019-10-15,8363.94,8439.31,8116.92,8173.48
2019-10-16,8173.48,8193.41,7945.77,8014.39
2019-10-17,8014.39,8145.5,7948.95,8082.46
2019-10-18,8082.46,8157.36,7850.66,7972.62
2019-10-19,7972.62,8108.69,7919.05,7973.63
2019-10-20,7973.63,8326.13,7911.49,8247.25
2019-10-21,8247.25,8359.52,8177.11,8223.25
2019-10-22,8223.25,8318.41,8021.36,8034.5
2019-10-23,8034.5,8071.8,7336.06,7479.54
2019-10-24,7479.54,7524.31,7370.13,7444.2
2019-10-25,7444.2,8783.85,7431.2,8671.1
2019-10-26,8671.1,10380.48,8654.84,9258.98
2019-10-27,9258.98,9805.42,9114.58,9550.6
2019-10-28,9550.6,9934.71,9201.49,9222.23
2019-10-29,9222.23,9565.11,9099.36,9432.86
2019-10-30,9432.86,9441.8,9018.3,9169.86
2019-10-31,9169.86,9423.16,8972.0,9157.52
2019-11-01,9157.52,9308.62,9072.62,9260.59
2019-11-02,9260.59,9400.44,9223.46,9311.99
2019-11-03,9311.99,9396.1,9108.22,9221.61
2019-11-04,9221.61,9578.74,9141.0,9421.54
2019-11-05,9421.54,9495.36,9196.64,9323.61
2019-11-06,9323.61,9455.53,9269.82,9347.27
2019-11-07,9347.27,9382.63,9114.14,9208.52
2019-11-08,9208.52,9263.83,8682.74,8772.31
2019-11-09,8772.31,8881.08,8732.62,8822.19
2019-11-10,8822.19,9126.98,8767.94,9045.85
2019-11-11,9045.85,9084.49,8619.78,8726.31
2019-11-12,8726.31,8868.85,8576.09,8815.14
2019-11-13,8815.14,8840.33,8721.68,8773.82
2019-11-14,8773.82,8811.04,8584.92,8640.42
2019-11-15,8640.42,8773.4,8393.29,8468.57
2019-11-16,8468.57,8539.42,8442.03,8498.94
2019-11-17,8498.94,8641.12,8411.3,8515.28
2019-11-18,8515.28,8537.87,8075.63,8190.16
2019-11-19,8190.16,8215.95,8016.54,8133.57
2019-11-20,8133.57,8232.23,8047.73,8093.6
2019-11-21,8093.6,8133.73,7437.33,7632.59
2019-11-22,7632.59,7721.9,6815.03,7292.2
2019-11-23,7292.2,7368.18,7119.41,7339.24
2019-11-24,7339.24,7364.59,6888.89,6930.09
2019-11-25,6930.09,7386.06,6560.13,7138.23
2019-11-26,7138.23,7350.44,7042.5,7170.11
2019-11-27,7170.11,7681.51,6873.1,7531.5
2019-11-28,7531.5,7663.45,7388.79,7442.33
2019-11-29,7442.33,7872.17,7425.49,7769.38
2019-11-30,7769.38,7821.01,7487.1,7571.77
2019-12-01,7571.77,7575.5,7261.95,7420.53
2019-12-02,7420.53,7442.62,7193.09,7320.94
2019-12-03,7320.94,7420.34,7260.93,7313.64
2019-12-04,7313.64,7764.68,7110.76,7207.78
2019-12-05,7207.78,7492.96,7175.85,7406.75
2019-12-06,7406.75,7607.79,7323.86,7558.58
2019-12-07,7558.58,7640.51,7503.1,7514.86
2019-12-08,7514.86,7594.8,7414.51,7539.7
2019-12-09,7539.7,7667.04,7296.42,7350.62
